Team,full_name,first_name,last_name,Pos,Ht,Wt,Birth Date,Country,Exp,College,id,is_active,Season
CHO,Jalen McDaniels,Jalen,McDaniels,SF,6-9,205,"January 31, 1998",us,3,San Diego State,1629667,True,2023
PHI,Jalen McDaniels,Jalen,McDaniels,SF,6-9,205,"January 31, 1998",us,3,San Diego State,1629667,True,2023
TOR,Jalen McDaniels,Jalen,McDaniels,SF,6-9,205,"January 31, 1998",us,4,San Diego State,1629667,True,2024
SAC,Davion Mitchell,Davion,Mitchell,PG,6-2,205,"September 5, 1998",us,1,"Auburn, Baylor",1630558,True,2023
SAC,Davion Mitchell,Davion,Mitchell,PG,6-2,205,"September 5, 1998",us,2,"Auburn, Baylor",1630558,True,2024
LAL,Jalen Hood-Schifino,Jalen,Hood-Schifino,SG,6-6,215,"June 19, 2003",us,R,Indiana,1641720,True,2024
TOR,Javon Freeman-Liberty,Javon,Freeman-Liberty,PG,6-4,180,"October 20, 1999",us,R,"Valparaiso, DePaul",1631241,True,2024
WAS,Deni Avdija,Deni,Avdija,SF,6-9,210,"January 3, 2001",il,2,,1630166,True,2023
WAS,Deni Avdija,Deni,Avdija,SF,6-9,210,"January 3, 2001",il,3,,1630166,True,2024
DEN,Michael Porter Jr.,Michael,Porter Jr.,SF,6-10,218,"June 29, 1998",us,3,Missouri,1629008,True,2023
DEN,Michael Porter Jr.,Michael,Porter Jr.,SF,6-10,218,"June 29, 1998",us,4,Missouri,1629008,True,2024
OKC,Ousmane Dieng,Ousmane,Dieng,PF,6-10,216,"May 21, 2003",fr,R,,1631172,True,2023
OKC,Ousmane Dieng,Ousmane,Dieng,PF,6-10,216,"May 21, 2003",fr,1,,1631172,True,2024
NOP,Jonas Valanciunas,Jonas,Valanciunas,C,6-11,265,"May 6, 1992",lt,10,,202685,True,2023
NOP,Jonas Valanciunas,Jonas,Valanciunas,C,6-11,265,"May 6, 1992",lt,11,,202685,True,2024
MIN,Josh Minott,Josh,Minott,SF,6-8,205,"November 25, 2002",us,R,Memphis,1631169,True,2023
MIN,Josh Minott,Josh,Minott,SF,6-8,205,"November 25, 2002",us,1,Memphis,1631169,True,2024
HOU,Amen Thompson,Amen,Thompson,SF,6-7,209,"January 30, 2003",us,R,,1641708,True,2024
DAL,Tim Hardaway Jr.,Tim,Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,9,Michigan,203501,True,2023
DAL,Tim Hardaway Jr.,Tim,Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,203501,True,2024
CHO,Bryce McGowens,Bryce,McGowens,SG,6-7,179,"November 8, 2002",us,R,Nebraska,1631121,True,2023
CHO,Bryce McGowens,Bryce,McGowens,SG,6-7,179,"November 8, 2002",us,1,Nebraska,1631121,True,2024
NYK,Evan Fournier,Evan,Fournier,SG,6-6,205,"October 29, 1992",fr,10,,203095,True,2023
DET,Evan Fournier,Evan,Fournier,SG,6-6,205,"October 29, 1992",fr,11,,203095,True,2024
BRK,Jalen Wilson,Jalen,Wilson,PF,6-8,225,"November 4, 2000",us,R,Kansas,1630592,True,2024
OKC,Chet Holmgren,Chet,Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,1631096,True,2024
CHI,Zach LaVine,Zach,LaVine,SG,6-5,200,"March 10, 1995",us,8,UCLA,203897,True,2023
CHI,Zach LaVine,Zach,LaVine,SG,6-5,200,"March 10, 1995",us,9,UCLA,203897,True,2024
BRK,"Royce O'Neale",Royce,"O'Neale",SF,6-4,226,"June 5, 1993",us,5,"Denver, Baylor",1626220,True,2023
PHO,"Royce O'Neale",Royce,"O'Neale",SF,6-4,226,"June 5, 1993",us,6,"Denver, Baylor",1626220,True,2024
LAC,Nicolas Batum,Nicolas,Batum,PF,6-8,230,"December 14, 1988",fr,14,,201587,True,2023
PHI,Nicolas Batum,Nicolas,Batum,PF,6-8,230,"December 14, 1988",fr,15,,201587,True,2024
PHI,"De'Anthony Melton","De'Anthony",Melton,SG,6-2,200,"May 28, 1998",us,4,USC,1629001,True,2023
PHI,"De'Anthony Melton","De'Anthony",Melton,SG,6-2,200,"May 28, 1998",us,5,USC,1629001,True,2024
LAL,Cole Swider,Cole,Swider,SF,6-9,220,"May 8, 1999",us,R,"Villanova, Syracuse",1631306,True,2023
MIA,Cole Swider,Cole,Swider,SF,6-9,220,"May 8, 1999",us,1,"Villanova, Syracuse",1631306,True,2024
BOS,Grant Williams,Grant,Williams,PF,6-6,236,"November 30, 1998",us,3,Tennessee,1629684,True,2023
CHO,Grant Williams,Grant,Williams,PF,6-6,236,"November 30, 1998",us,4,Tennessee,1629684,True,2024
CHO,Vasilije Micic,Vasilije,Micic,PG,6-5,200,"January 13, 1994",rs,R,,203995,True,2024
POR,Skylar Mays,Skylar,Mays,PG,6-4,205,"September 5, 1997",us,2,LSU,1630219,True,2023
LAL,Skylar Mays,Skylar,Mays,SG,6-4,205,"September 5, 1997",us,3,LSU,1630219,True,2024
NOP,Naji Marshall,Naji,Marshall,SF,6-7,220,"January 24, 1998",us,2,Xavier,1630230,True,2023
NOP,Naji Marshall,Naji,Marshall,SF,6-7,220,"January 24, 1998",us,3,Xavier,1630230,True,2024
IND,Kendall Brown,Kendall,Brown,SG,6-8,205,"May 11, 2003",us,R,Baylor,1631112,True,2023
IND,Kendall Brown,Kendall,Brown,SG,6-8,205,"May 11, 2003",us,1,Baylor,1631112,True,2024
MIL,Jae Crowder,Jae,Crowder,PF,6-6,235,"July 6, 1990",us,10,Marquette,203109,True,2023
MIL,Jae Crowder,Jae,Crowder,PF,6-6,235,"July 6, 1990",us,11,Marquette,203109,True,2024
PHI,James Harden,James,Harden,PG,6-5,220,"August 26, 1989",us,13,Arizona State,201935,True,2023
LAC,James Harden,James,Harden,PG,6-5,220,"August 26, 1989",us,14,Arizona State,201935,True,2024
BRK,Markieff Morris,Markieff,Morris,PF,6-9,245,"September 2, 1989",us,11,Kansas,202693,True,2023
DAL,Markieff Morris,Markieff,Morris,PF,6-9,245,"September 2, 1989",us,11,Kansas,202693,True,2023
DAL,Markieff Morris,Markieff,Morris,PF,6-9,245,"September 2, 1989",us,12,Kansas,202693,True,2024
WAS,Anthony Gill,Anthony,Gill,PF,6-7,230,"October 17, 1992",us,2,"South Carolina, Virginia",1630264,True,2023
WAS,Anthony Gill,Anthony,Gill,PF,6-7,230,"October 17, 1992",us,3,"South Carolina, Virginia",1630264,True,2024
IND,Daniel Theis,Daniel,Theis,C,6-8,245,"April 4, 1992",de,5,,1628464,True,2023
LAC,Daniel Theis,Daniel,Theis,C,6-8,245,"April 4, 1992",de,6,,1628464,True,2024
NYK,Isaiah Hartenstein,Isaiah,Hartenstein,C,7-0,250,"May 5, 1998",us,4,,1628392,True,2023
NYK,Isaiah Hartenstein,Isaiah,Hartenstein,C,7-0,250,"May 5, 1998",us,5,,1628392,True,2024
IND,Trevelin Queen,Trevelin,Queen,SG,6-6,190,"February 25, 1997",us,1,"College of Marin, New Mexico Military Institute, New Mexico State",1630243,True,2023
ORL,Trevelin Queen,Trevelin,Queen,SG,6-6,190,"February 25, 1997",us,2,"College of Marin, New Mexico Military Institute, New Mexico State",1630243,True,2024
ORL,Anthony Black,Anthony,Black,PG,6-7,198,"January 20, 2004",us,R,Arkansas,1641710,True,2024
MEM,Tyus Jones,Tyus,Jones,PG,6-1,196,"May 10, 1996",us,7,Duke,1626145,True,2023
WAS,Tyus Jones,Tyus,Jones,PG,6-1,196,"May 10, 1996",us,8,Duke,1626145,True,2024
OKC,Lindy Waters III,Lindy,Waters III,SG,6-6,215,"July 28, 1997",us,1,Oklahoma State,1630322,True,2023
OKC,Lindy Waters III,Lindy,Waters III,SG,6-6,215,"July 28, 1997",us,2,Oklahoma State,1630322,True,2024
CHI,Adama Sanogo,Adama,Sanogo,PF,6-9,245,"February 12, 2002",ml,R,UConn,1641766,True,2024
ORL,Markelle Fultz,Markelle,Fultz,PG,6-4,209,"May 29, 1998",us,5,Washington,1628365,True,2023
ORL,Markelle Fultz,Markelle,Fultz,PG,6-4,209,"May 29, 1998",us,6,Washington,1628365,True,2024
ATL,Seth Lundy,Seth,Lundy,SF,6-6,220,"April 2, 2000",us,R,Penn State,1641754,True,2024
DEN,Jeff Green,Jeff,Green,PF,6-8,235,"August 28, 1986",us,14,Georgetown,201145,True,2023
HOU,Jeff Green,Jeff,Green,PF,6-8,235,"August 28, 1986",us,15,Georgetown,201145,True,2024
MEM,Steven Adams,Steven,Adams,C,6-11,265,"July 20, 1993",nz,9,Pitt,203500,True,2023
HOU,Steven Adams,Steven,Adams,C,6-11,265,"July 20, 1993",nz,10,Pitt,203500,True,2024
GSW,Stephen Curry,Stephen,Curry,PG,6-2,185,"March 14, 1988",us,13,Davidson,201939,True,2023
GSW,Stephen Curry,Stephen,Curry,PG,6-2,185,"March 14, 1988",us,14,Davidson,201939,True,2024
CLE,Darius Garland,Darius,Garland,PG,6-1,192,"January 26, 2000",us,3,Vanderbilt,1629636,True,2023
CLE,Darius Garland,Darius,Garland,PG,6-1,192,"January 26, 2000",us,4,Vanderbilt,1629636,True,2024
LAL,Damian Jones,Damian,Jones,C,6-11,245,"June 30, 1995",us,6,Vanderbilt,1627745,True,2023
UTA,Damian Jones,Damian,Jones,C,6-11,245,"June 30, 1995",us,6,Vanderbilt,1627745,True,2023
CLE,Damian Jones,Damian,Jones,C,6-11,245,"June 30, 1995",us,7,Vanderbilt,1627745,True,2024
PHO,Josh Okogie,Josh,Okogie,SG,6-4,213,"September 1, 1998",ng,4,Georgia Tech,1629006,True,2023
PHO,Josh Okogie,Josh,Okogie,SG,6-4,213,"September 1, 1998",ng,5,Georgia Tech,1629006,True,2024
NOP,Trey Murphy III,Trey,Murphy III,SF,6-8,206,"June 18, 2000",us,1,"Rice University, Virginia",1630530,True,2023
NOP,Trey Murphy III,Trey,Murphy III,SF,6-8,206,"June 18, 2000",us,2,"Rice University, Virginia",1630530,True,2024
BOS,Malcolm Brogdon,Malcolm,Brogdon,PG,6-4,229,"December 11, 1992",us,6,Virginia,1627763,True,2023
POR,Malcolm Brogdon,Malcolm,Brogdon,PG,6-4,229,"December 11, 1992",us,7,Virginia,1627763,True,2024
ATL,Kobe Bufkin,Kobe,Bufkin,SG,6-4,195,"September 21, 2003",us,R,Michigan,1641723,True,2024
NOP,Larry Nance Jr.,Larry,Nance Jr.,C,6-8,245,"January 1, 1993",us,7,Wyoming,1626204,True,2023
NOP,Larry Nance Jr.,Larry,Nance Jr.,C,6-8,245,"January 1, 1993",us,8,Wyoming,1626204,True,2024
PHI,Matisse Thybulle,Matisse,Thybulle,SF,6-5,201,"March 4, 1997",us,3,Washington,1629680,True,2023
POR,Matisse Thybulle,Matisse,Thybulle,SG,6-5,201,"March 4, 1997",us,3,Washington,1629680,True,2023
POR,Matisse Thybulle,Matisse,Thybulle,SF,6-5,201,"March 4, 1997",us,4,Washington,1629680,True,2024
OKC,Kenrich Williams,Kenrich,Williams,PF,6-6,210,"December 2, 1994",us,4,TCU,1629026,True,2023
OKC,Kenrich Williams,Kenrich,Williams,PF,6-6,210,"December 2, 1994",us,5,TCU,1629026,True,2024
SAS,Tre Jones,Tre,Jones,PG,6-1,185,"January 8, 2000",us,2,Duke,1630200,True,2023
SAS,Tre Jones,Tre,Jones,PG,6-1,185,"January 8, 2000",us,3,Duke,1630200,True,2024
MIN,Leonard Miller,Leonard,Miller,SF,6-10,210,"November 26, 2003",ca,R,,1631159,True,2024
NOP,Josh Richardson,Josh,Richardson,SG,6-5,200,"September 15, 1993",us,7,Tennessee,1626196,True,2023
SAS,Josh Richardson,Josh,Richardson,SG,6-5,200,"September 15, 1993",us,7,Tennessee,1626196,True,2023
MIA,Josh Richardson,Josh,Richardson,SG,6-5,200,"September 15, 1993",us,8,Tennessee,1626196,True,2024
MEM,Jake LaRavia,Jake,LaRavia,PF,6-8,235,"November 3, 2001",us,R,"Indiana State University, Wake Forest",1631222,True,2023
MEM,Jake LaRavia,Jake,LaRavia,PF,6-8,235,"November 3, 2001",us,1,"Indiana State University, Wake Forest",1631222,True,2024
POR,Rayan Rupert,Rayan,Rupert,SG,6-6,205,"May 31, 2004",fr,R,,1641712,True,2024
GSW,Klay Thompson,Klay,Thompson,SF,6-6,215,"February 8, 1990",us,9,Washington State,202691,True,2023
GSW,Klay Thompson,Klay,Thompson,SF,6-6,215,"February 8, 1990",us,10,Washington State,202691,True,2024
MIA,Jimmy Butler,Jimmy,Butler,PF,6-7,230,"September 14, 1989",us,11,Marquette,202710,True,2023
MIA,Jimmy Butler,Jimmy,Butler,PF,6-7,230,"September 14, 1989",us,12,Marquette,202710,True,2024
SAS,Jakob Poeltl,Jakob,Poeltl,C,7-0,245,"October 15, 1995",at,6,Utah,1627751,True,2023
TOR,Jakob Poeltl,Jakob,Poeltl,C,7-0,245,"October 15, 1995",at,6,Utah,1627751,True,2023
TOR,Jakob Poeltl,Jakob,Poeltl,C,7-0,245,"October 15, 1995",at,7,Utah,1627751,True,2024
SAC,Harrison Barnes,Harrison,Barnes,PF,6-8,225,"May 30, 1992",us,10,UNC,203084,True,2023
SAC,Harrison Barnes,Harrison,Barnes,PF,6-8,225,"May 30, 1992",us,11,UNC,203084,True,2024
CLE,Robin Lopez,Robin,Lopez,C,7-1,281,"April 1, 1988",us,14,Stanford,201577,True,2023
WAS,Kristaps Porzingis,Kristaps,Porzingis,C,7-2,240,"August 2, 1995",lv,6,,204001,True,2023
BOS,Kristaps Porzingis,Kristaps,Porzingis,C,7-2,240,"August 2, 1995",lv,7,,204001,True,2024
MIA,Tyler Herro,Tyler,Herro,SG,6-5,195,"January 20, 2000",us,3,Kentucky,1629639,True,2023
MIA,Tyler Herro,Tyler,Herro,SG,6-5,195,"January 20, 2000",us,4,Kentucky,1629639,True,2024
LAL,Jarred Vanderbilt,Jarred,Vanderbilt,PF,6-8,214,"April 3, 1999",us,4,Kentucky,1629020,True,2023
UTA,Jarred Vanderbilt,Jarred,Vanderbilt,PF,6-8,214,"April 3, 1999",us,4,Kentucky,1629020,True,2023
LAL,Jarred Vanderbilt,Jarred,Vanderbilt,PF,6-8,214,"April 3, 1999",us,5,Kentucky,1629020,True,2024
MIL,Jevon Carter,Jevon,Carter,PG,6-1,200,"September 14, 1995",us,4,West Virginia,1628975,True,2023
CHI,Jevon Carter,Jevon,Carter,PG,6-1,200,"September 14, 1995",us,5,West Virginia,1628975,True,2024
PHI,Furkan Korkmaz,Furkan,Korkmaz,SG,6-7,202,"July 24, 1997",tr,5,,1627788,True,2023
NYK,Mitchell Robinson,Mitchell,Robinson,C,7-0,240,"April 1, 1998",us,4,Western Kentucky,1629011,True,2023
NYK,Mitchell Robinson,Mitchell,Robinson,C,7-0,240,"April 1, 1998",us,5,Western Kentucky,1629011,True,2024
GSW,Draymond Green,Draymond,Green,PF,6-6,230,"March 4, 1990",us,10,Michigan State,203110,True,2023
GSW,Draymond Green,Draymond,Green,PF,6-6,230,"March 4, 1990",us,11,Michigan State,203110,True,2024
MEM,Jacob Gilyard,Jacob,Gilyard,PG,5-9,160,"July 14, 1998",us,R,Richmond,1631367,True,2023
BRK,Jacob Gilyard,Jacob,Gilyard,PG,5-9,160,"July 14, 1998",us,1,Richmond,1631367,True,2024
HOU,Cam Whitmore,Cam,Whitmore,SF,6-7,232,"July 8, 2004",us,R,Villanova,1641715,True,2024
DEN,Aaron Gordon,Aaron,Gordon,PF,6-8,235,"September 16, 1995",us,8,Arizona,203932,True,2023
DEN,Aaron Gordon,Aaron,Gordon,PF,6-8,235,"September 16, 1995",us,9,Arizona,203932,True,2024
PHO,Landry Shamet,Landry,Shamet,SG,6-4,190,"March 13, 1997",us,4,Wichita State,1629013,True,2023
WAS,Landry Shamet,Landry,Shamet,SG,6-4,190,"March 13, 1997",us,5,Wichita State,1629013,True,2024
BOS,JD Davison,JD,Davison,SG,6-1,195,"October 3, 2002",us,R,Alabama,1631120,True,2023
BOS,JD Davison,JD,Davison,SG,6-1,195,"October 3, 2002",us,1,Alabama,1631120,True,2024
HOU,Nate Hinton,Nate,Hinton,SG,6-5,210,"June 8, 1999",us,2,Houston,1630207,True,2024
MIL,Jrue Holiday,Jrue,Holiday,PG,6-4,205,"June 12, 1990",us,13,UCLA,201950,True,2023
BOS,Jrue Holiday,Jrue,Holiday,PG,6-4,205,"June 12, 1990",us,14,UCLA,201950,True,2024
PHI,Tyrese Maxey,Tyrese,Maxey,SG,6-2,200,"November 4, 2000",us,2,Kentucky,1630178,True,2023
PHI,Tyrese Maxey,Tyrese,Maxey,PG,6-2,200,"November 4, 2000",us,3,Kentucky,1630178,True,2024
ORL,Gary Harris,Gary,Harris,SG,6-4,210,"September 14, 1994",us,8,Michigan State,203914,True,2023
ORL,Gary Harris,Gary,Harris,SG,6-4,210,"September 14, 1994",us,9,Michigan State,203914,True,2024
LAL,Maxwell Lewis,Maxwell,Lewis,SF,6-7,195,"July 27, 2002",us,R,Pepperdine,1641721,True,2024
PHO,Chris Paul,Chris,Paul,PG,6-0,175,"May 6, 1985",us,17,Wake Forest,101108,True,2023
GSW,Chris Paul,Chris,Paul,PG,6-0,175,"May 6, 1985",us,18,Wake Forest,101108,True,2024
CHI,Patrick Williams,Patrick,Williams,PF,6-7,215,"August 26, 2001",us,2,Florida State,1630172,True,2023
CHI,Patrick Williams,Patrick,Williams,PF,6-7,215,"August 26, 2001",us,3,Florida State,1630172,True,2024
OKC,Tre Mann,Tre,Mann,PG,6-3,178,"February 3, 2001",us,1,Florida,1630544,True,2023
CHO,Tre Mann,Tre,Mann,PG,6-3,178,"February 3, 2001",us,2,Florida,1630544,True,2024
MIL,Chris Livingston,Chris,Livingston,SF,6-6,220,"October 15, 2003",us,R,Kentucky,1641753,True,2024
MEM,Desmond Bane,Desmond,Bane,SG,6-5,215,"June 25, 1998",us,2,TCU,1630217,True,2023
MEM,Desmond Bane,Desmond,Bane,SG,6-5,215,"June 25, 1998",us,3,TCU,1630217,True,2024
MIL,Pat Connaughton,Pat,Connaughton,SF,6-5,209,"January 6, 1993",us,7,Notre Dame,1626192,True,2023
MIL,Pat Connaughton,Pat,Connaughton,SF,6-5,209,"January 6, 1993",us,8,Notre Dame,1626192,True,2024
NOP,Kira Lewis Jr.,Kira,Lewis Jr.,PG,6-1,170,"April 6, 2001",us,2,Alabama,1630184,True,2023
UTA,Kira Lewis Jr.,Kira,Lewis Jr.,PG,6-1,170,"April 6, 2001",us,3,Alabama,1630184,True,2024
TOR,Malachi Flynn,Malachi,Flynn,PG,6-1,175,"May 10, 1998",us,2,"Washington State, San Diego State",1630201,True,2023
DET,Malachi Flynn,Malachi,Flynn,PG,6-1,175,"May 10, 1998",us,3,"Washington State, San Diego State",1630201,True,2024
ORL,Paolo Banchero,Paolo,Banchero,PF,6-10,250,"November 12, 2002",us,R,Duke,1631094,True,2023
ORL,Paolo Banchero,Paolo,Banchero,PF,6-10,250,"November 12, 2002",us,1,Duke,1631094,True,2024
CHI,Ayo Dosunmu,Ayo,Dosunmu,SG,6-5,200,"January 17, 2000",us,1,Illinois,1630245,True,2023
CHI,Ayo Dosunmu,Ayo,Dosunmu,SG,6-5,200,"January 17, 2000",us,2,Illinois,1630245,True,2024
LAL,Tristan Thompson,Tristan,Thompson,C,6-9,254,"March 13, 1991",ca,11,Texas,202684,True,2023
CLE,Tristan Thompson,Tristan,Thompson,C,6-9,254,"March 13, 1991",ca,12,Texas,202684,True,2024
PHO,Damion Lee,Damion,Lee,SG,6-5,210,"October 21, 1992",us,5,"Drexel, Louisville",1627814,True,2023
PHO,Damion Lee,Damion,Lee,SG,6-5,210,"October 21, 1992",us,6,"Drexel, Louisville",1627814,True,2024
IND,Isaiah Jackson,Isaiah,Jackson,C,6-10,206,"January 10, 2002",us,1,Kentucky,1630543,True,2023
IND,Isaiah Jackson,Isaiah,Jackson,C,6-10,206,"January 10, 2002",us,2,Kentucky,1630543,True,2024
CHI,DeMar DeRozan,DeMar,DeRozan,SF,6-6,220,"August 7, 1989",us,13,USC,201942,True,2023
CHI,DeMar DeRozan,DeMar,DeRozan,SF,6-6,220,"August 7, 1989",us,14,USC,201942,True,2024
BOS,Payton Pritchard,Payton,Pritchard,PG,6-1,195,"January 28, 1998",us,2,Oregon,1630202,True,2023
BOS,Payton Pritchard,Payton,Pritchard,PG,6-1,195,"January 28, 1998",us,3,Oregon,1630202,True,2024
GSW,Moses Moody,Moses,Moody,SG,6-6,205,"May 31, 2002",us,1,Arkansas,1630541,True,2023
GSW,Moses Moody,Moses,Moody,SG,6-6,205,"May 31, 2002",us,2,Arkansas,1630541,True,2024
OKC,Keyontae Johnson,Keyontae,Johnson,SF,6-5,230,"May 24, 2000",us,R,"Florida, Kansas State",1641749,True,2024
DEN,Peyton Watson,Peyton,Watson,SG,6-8,200,"September 11, 2002",us,R,UCLA,1631212,True,2023
DEN,Peyton Watson,Peyton,Watson,SF,6-8,200,"September 11, 2002",us,1,UCLA,1631212,True,2024
GSW,Brandin Podziemski,Brandin,Podziemski,SG,6-5,205,"February 25, 2003",us,R,"Illinois, Santa Clara",1641764,True,2024
CLE,Danny Green,Danny,Green,SG,6-6,215,"June 22, 1987",us,13,UNC,201980,True,2023
MEM,Danny Green,Danny,Green,SG,6-6,215,"June 22, 1987",us,13,UNC,201980,True,2023
DET,Jared Rhoden,Jared,Rhoden,SG,6-6,210,"August 27, 1999",us,R,Seton Hall,1631197,True,2023
DET,Jared Rhoden,Jared,Rhoden,SG,6-6,210,"August 27, 1999",us,1,Seton Hall,1631197,True,2024
CHO,JT Thor,JT,Thor,PF,6-10,205,"August 26, 2002",us,1,Auburn,1630550,True,2023
CHO,JT Thor,JT,Thor,PF,6-10,205,"August 26, 2002",us,2,Auburn,1630550,True,2024
LAC,Robert Covington,Robert,Covington,PF,6-7,209,"December 14, 1990",us,9,Tennessee State,203496,True,2023
PHI,Robert Covington,Robert,Covington,SF,6-7,209,"December 14, 1990",us,10,Tennessee State,203496,True,2024
LAC,Norman Powell,Norman,Powell,SG,6-3,215,"May 25, 1993",us,7,UCLA,1626181,True,2023
LAC,Norman Powell,Norman,Powell,SG,6-3,215,"May 25, 1993",us,8,UCLA,1626181,True,2024
SAS,Devin Vassell,Devin,Vassell,SG,6-5,200,"August 23, 2000",us,2,Florida State,1630170,True,2023
SAS,Devin Vassell,Devin,Vassell,SG,6-5,200,"August 23, 2000",us,3,Florida State,1630170,True,2024
MIL,Thanasis Antetokounmpo,Thanasis,Antetokounmpo,PF,6-7,219,"July 18, 1992",gr,4,,203648,True,2023
MIL,Thanasis Antetokounmpo,Thanasis,Antetokounmpo,PF,6-7,219,"July 18, 1992",gr,5,,203648,True,2024
GSW,Ty Jerome,Ty,Jerome,SG,6-5,195,"July 8, 1997",us,3,Virginia,1629660,True,2023
CLE,Ty Jerome,Ty,Jerome,SG,6-5,195,"July 8, 1997",us,4,Virginia,1629660,True,2024
NYK,Quentin Grimes,Quentin,Grimes,SG,6-5,205,"May 8, 2000",us,1,"Kansas, Houston",1629656,True,2023
DET,Quentin Grimes,Quentin,Grimes,SG,6-5,205,"May 8, 2000",us,2,"Kansas, Houston",1629656,True,2024
DEN,Julian Strawther,Julian,Strawther,SF,6-7,205,"April 18, 2002",us,R,Gonzaga,1631124,True,2024
SAC,Neemias Queta,Neemias,Queta,C,7-0,245,"July 13, 1999",pt,1,Utah State University,1629674,True,2023
BOS,Neemias Queta,Neemias,Queta,C,7-0,245,"July 13, 1999",pt,2,Utah State University,1629674,True,2024
CHI,Andre Drummond,Andre,Drummond,C,6-11,279,"August 10, 1993",us,10,UConn,203083,True,2023
CHI,Andre Drummond,Andre,Drummond,C,6-11,279,"August 10, 1993",us,11,UConn,203083,True,2024
ATL,Dejounte Murray,Dejounte,Murray,SG,6-5,180,"September 19, 1996",us,5,Washington,1627749,True,2023
ATL,Dejounte Murray,Dejounte,Murray,SG,6-5,180,"September 19, 1996",us,6,Washington,1627749,True,2024
ATL,Garrison Mathews,Garrison,Mathews,SG,6-5,215,"October 24, 1996",us,3,Lipscomb,1629726,True,2023
HOU,Garrison Mathews,Garrison,Mathews,SG,6-5,215,"October 24, 1996",us,3,Lipscomb,1629726,True,2023
ATL,Garrison Mathews,Garrison,Mathews,SG,6-5,215,"October 24, 1996",us,4,Lipscomb,1629726,True,2024
POR,Kris Murray,Kris,Murray,SF,6-8,220,"August 19, 2000",us,R,Iowa,1631200,True,2024
ORL,Jonathan Isaac,Jonathan,Isaac,PF,6-10,230,"October 3, 1997",us,3,Florida State,1628371,True,2023
ORL,Jonathan Isaac,Jonathan,Isaac,PF,6-10,230,"October 3, 1997",us,4,Florida State,1628371,True,2024
WAS,Jordan Goodwin,Jordan,Goodwin,PG,6-3,200,"October 23, 1998",us,1,Saint Louis,1630692,True,2023
MEM,Jordan Goodwin,Jordan,Goodwin,PG,6-3,200,"October 23, 1998",us,2,Saint Louis,1630692,True,2024
DEN,Bruce Brown,Bruce,Brown,SF,6-4,202,"August 15, 1996",us,4,Miami (FL),1628971,True,2023
TOR,Bruce Brown,Bruce,Brown,PG,6-4,202,"August 15, 1996",us,5,Miami (FL),1628971,True,2024
CHI,Julian Phillips,Julian,Phillips,SF,6-8,198,"November 5, 2003",us,R,Tennessee,1641763,True,2024
LAL,Dennis Schroder,Dennis,Schroder,PG,6-1,172,"September 15, 1993",de,9,,203471,True,2023
BRK,Dennis Schroder,Dennis,Schroder,PG,6-1,172,"September 15, 1993",de,10,,203471,True,2024
SAC,Sasha Vezenkov,Sasha,Vezenkov,PF,6-9,225,"August 6, 1995",cy,R,,1628426,True,2024
HOU,Alperen Sengun,Alperen,Sengun,C,6-11,235,"July 25, 2002",tr,1,,1630578,True,2023
HOU,Alperen Sengun,Alperen,Sengun,C,6-11,235,"July 25, 2002",tr,2,,1630578,True,2024
LAL,Anthony Davis,Anthony,Davis,C,6-10,253,"March 11, 1993",us,10,Kentucky,203076,True,2023
LAL,Anthony Davis,Anthony,Davis,C,6-10,253,"March 11, 1993",us,11,Kentucky,203076,True,2024
CHO,Terry Rozier,Terry,Rozier,SG,6-1,190,"March 17, 1994",us,7,Louisville,1626179,True,2023
MIA,Terry Rozier,Terry,Rozier,PG,6-1,190,"March 17, 1994",us,8,Louisville,1626179,True,2024
MEM,Brandon Clarke,Brandon,Clarke,PF,6-8,215,"September 19, 1996",ca,3,"San Jose State, Gonzaga",1629634,True,2023
MEM,Brandon Clarke,Brandon,Clarke,PF,6-8,215,"September 19, 1996",ca,4,"San Jose State, Gonzaga",1629634,True,2024
DEN,Christian Braun,Christian,Braun,SG,6-6,218,"April 17, 2001",us,R,Kansas,1631128,True,2023
DEN,Christian Braun,Christian,Braun,SG,6-6,218,"April 17, 2001",us,1,Kansas,1631128,True,2024
DET,R.J. Hampton,R.J.,Hampton,SG,6-4,175,"February 7, 2001",us,2,,1630181,True,2023
ORL,R.J. Hampton,R.J.,Hampton,SG,6-4,175,"February 7, 2001",us,2,,1630181,True,2023
DEN,Zeke Nnaji,Zeke,Nnaji,PF,6-9,240,"January 9, 2001",us,2,Arizona,1630192,True,2023
DEN,Zeke Nnaji,Zeke,Nnaji,PF,6-9,240,"January 9, 2001",us,3,Arizona,1630192,True,2024
UTA,Kris Dunn,Kris,Dunn,PG,6-3,205,"March 18, 1994",us,6,Providence,1627739,True,2023
UTA,Kris Dunn,Kris,Dunn,PG,6-3,205,"March 18, 1994",us,7,Providence,1627739,True,2024
MIN,Naz Reid,Naz,Reid,C,6-9,264,"August 26, 1999",us,3,LSU,1629675,True,2023
MIN,Naz Reid,Naz,Reid,C,6-9,264,"August 26, 1999",us,4,LSU,1629675,True,2024
DAL,Alex Fudge,Alex,Fudge,SF,6-8,200,"May 6, 2003",us,R,"LSU, Florida",1641788,True,2024
